Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,indicator,weight
Briar Hill,8 Brandon Ct,4.0,h,1092000.0,S,Morrison,2017-01-25 00:11:00,16.1,3088.0,5.116515328953347,4.85468055671993,2.0,714.0,Banyule City Council,-37.849401100051615,144.95759279409782,Eastern Metropolitan,1390.0,1,0.6363636363636364
Greensborough,4 Alexandra St,5.0,h,1050000.0,VB,Morrison,2017-01-24 00:06:00,16.1,3088.0,5.0,3.0,3.0,616.0,Banyule City Council,-37.70557,145.10859,Northern Metropolitan,8524.0,1,0.9545454545454546
St Helena,11 Erinne Ct,5.0,h,1387000.0,S,Morrison,2017-01-27 00:05:00,16.1,3088.0,5.0,3.0,3.0,1348.0,Banyule City Council,-37.68508,145.1395,Eastern Metropolitan,915.0,0,1.0
Greensborough,3/171 St Helena Rd,3.0,t,705000.0,PI,Buckingham,2017-01-07 00:10:00,16.1,3088.0,4.215982963512178,1.8036326994783292,2.0,572.8,Banyule City Council,-37.74179577759702,145.02787505901733,Northern Metropolitan,8524.0,1,0.6363636363636364
Greensborough,14 Greta St,2.0,h,817500.0,S,RT,2017-01-25 00:11:00,16.1,3088.0,2.0,1.0,2.0,343.2,Banyule City Council,-37.7072,145.0918,Northern Metropolitan,8524.0,1,0.8181818181818181
Briar Hill,2 Acacia Ct,3.0,h,735000.0,S,Morrison,2017-01-26 00:08:00,16.1,3088.0,3.0,2.0,1.0,759.8000000000001,Banyule City Council,-37.70863,145.12783000000002,Eastern Metropolitan,1390.0,0,0.9545454545454546
Greensborough,44 Manatunga Cct,6.0,h,990000.0,S,Darren,2017-01-01 00:07:00,16.1,3088.0,6.0,3.0,2.0,562.0,Banyule City Council,-37.69749,145.1058,Northern Metropolitan,8524.0,1,0.9090909090909091
Greensborough,2 Kell St,3.0,h,892500.0,S,Darren,2017-01-14 00:10:00,16.1,3088.0,3.0,1.0,1.0,666.0,Banyule City Council,-37.71252,145.09958999999998,Northern Metropolitan,8524.0,1,0.9090909090909091
Greensborough,6 Paterson Cr,3.0,h,645000.0,S,hockingstuart,2017-01-01 00:07:00,16.1,3088.0,3.99630777494108,2.7256683907684214,2.0,572.5999999999999,Banyule City Council,-37.700642916718984,144.96747302133414,Northern Metropolitan,8524.0,1,0.5909090909090908
Greensborough,2/4 Vermont Pde,3.0,u,627000.0,S,Miles,2017-01-11 00:11:00,16.1,3088.0,2.725186220150709,2.462897437909966,2.0,572.5999999999999,Banyule City Council,-37.839888577415046,144.96793259441077,Northern Metropolitan,8524.0,1,0.6363636363636364
Greensborough,6 Pembroke St,3.0,h,785000.0,S,Darren,2017-01-23 00:09:00,16.1,3088.0,3.0,1.0,2.0,840.0,Banyule City Council,-37.69443,145.11245,Northern Metropolitan,8524.0,0,1.0
Greensborough,36 Wahroonga Cr,6.0,h,968000.0,S,Morrison,2018-01-03 00:03:00,16.1,3088.0,6.0,4.0,2.0,705.0,Banyule City Council,-37.6945,145.12666000000002,Northern Metropolitan,8524.0,0,1.0
Greensborough,223 Nepean St,4.0,h,890000.0,S,Jellis,2018-01-03 00:03:00,16.1,3088.0,4.0,2.0,2.0,665.0,Banyule City Council,-37.713640000000005,145.10738,Northern Metropolitan,8524.0,0,1.0
Greensborough,3/71 Nell St,2.0,u,720000.0,SP,Jellis,2018-01-03 00:03:00,16.1,3088.0,2.0780303362753125,2.3055262193399058,2.0,343.20000000000005,Banyule City Council,-37.8787190280729,145.13880103557545,Northern Metropolitan,8524.0,1,0.6363636363636364
Greensborough,165 Elder St,3.0,h,717500.0,S,Buckingham,2017-01-07 00:10:00,16.1,3088.0,3.0,1.0,2.0,594.0,Banyule City Council,-37.71643,145.09929,Northern Metropolitan,8524.0,0,1.0
Briar Hill,31A Beaconsfield Rd,3.0,h,840000.0,S,Barry,2017-01-01 00:07:00,16.1,3088.0,3.0,1.0,2.0,509.0,Banyule City Council,-37.70822,145.11495,Eastern Metropolitan,1390.0,0,1.0
Briar Hill,1/3 Campbell Rd,2.0,u,637000.0,S,Morrison,2017-01-03 00:06:00,16.1,3088.0,2.0,1.0,1.0,318.0,Banyule City Council,-37.70688,145.11791000000002,Eastern Metropolitan,1390.0,0,1.0
Greensborough,14 Anama St,3.0,h,1002000.0,S,Morrison,2018-01-06 00:01:00,16.1,3088.0,3.0,1.0,1.0,678.2,Banyule City Council,-37.70127,145.09632,Northern Metropolitan,8524.0,1,0.8636363636363636
Greensborough,44 Albion Cr,4.0,h,1000000.0,S,Buckingham,2017-01-17 00:06:00,16.1,3088.0,1.7624331437781016,1.9601833419091341,2.0,837.6,Banyule City Council,-37.84342050470455,144.82036096750303,Northern Metropolitan,8524.0,1,0.5909090909090908
Greensborough,2/18 Vermont Pde,2.0,u,670000.0,S,Darren,2017-01-26 00:08:00,16.1,3088.0,2.0,1.0,1.0,704.0,Banyule City Council,-37.70674,145.09841,Northern Metropolitan,8524.0,1,0.9545454545454546
Greensborough,50 Killarney Rdg,5.0,h,1180000.0,S,Barry,2017-01-17 00:06:00,16.1,3088.0,5.581765601035135,3.260905416604358,2.0,751.1999999999999,Banyule City Council,-37.83005559982914,144.8486674571134,Northern Metropolitan,8524.0,1,0.6363636363636364
Greensborough,1 Doris St,3.0,h,727000.0,SP,Fletchers,2017-01-25 00:11:00,16.1,3088.0,3.0,1.0,1.0,298.0,Banyule City Council,-37.7076,145.0914,Northern Metropolitan,8524.0,1,0.9090909090909091
Greensborough,5/20 Hobson St,3.0,u,850000.0,SP,Nelson,2018-01-03 00:03:00,16.1,3088.0,3.753510447607348,4.584418037048416,2.0,705.2,Banyule City Council,-37.87708832306834,144.929338302352,Northern Metropolitan,8524.0,1,0.6363636363636364
Briar Hill,77 Karingal Dr,4.0,h,1030000.0,S,Nelson,2017-01-26 00:08:00,16.1,3088.0,4.0,3.0,3.0,1061.0,Banyule City Council,-37.70591,145.13005,Eastern Metropolitan,1390.0,0,1.0
Greensborough,512 Greensborough Rd,3.0,h,860000.0,S,Barry,2017-01-25 00:11:00,16.1,3088.0,3.0,2.0,1.0,567.4,Banyule City Council,-37.7051,145.0906,Northern Metropolitan,8524.0,1,0.9090909090909091
Briar Hill,4/129 Mountain View Rd,2.0,t,625000.0,S,Barry,2017-01-19 00:08:00,16.1,3088.0,2.0,2.0,1.0,189.0,Banyule City Council,-37.70835,145.11795,Eastern Metropolitan,1390.0,1,0.9090909090909091
Briar Hill,8 Marden Dr,4.0,h,880000.0,S,Flannagan,2017-01-19 00:08:00,16.1,3088.0,4.0,2.0,1.0,531.6,Banyule City Council,-37.70145,145.12075,Eastern Metropolitan,1390.0,1,0.8636363636363636
Greensborough,514 Greensborough Rd,3.0,h,960000.0,S,Barry,2017-01-25 00:11:00,16.1,3088.0,3.0,2.0,4.0,1064.0,Banyule City Council,-37.705,145.0908,Northern Metropolitan,8524.0,0,1.0
Greensborough,11 Duncan Av,3.0,h,810000.0,S,Darren,2018-01-03 00:03:00,16.1,3088.0,3.0,1.0,2.0,720.0,Banyule City Council,-37.71139,145.09994,Northern Metropolitan,8524.0,0,1.0
Greensborough,56 Corowa Cr,4.0,h,950000.0,SP,Morrison,2018-01-03 00:03:00,16.1,3088.0,4.0,2.0,2.0,777.0,Banyule City Council,-37.68676,145.10485,Northern Metropolitan,8524.0,1,0.9090909090909091
Briar Hill,23 Tower Dr,3.0,h,825000.0,S,Nelson,2018-01-06 00:01:00,16.1,3088.0,3.0,2.0,2.0,641.0,Banyule City Council,-37.70318,145.11928999999998,Eastern Metropolitan,1390.0,0,1.0
Greensborough,4/31 Paterson Cr,3.0,u,640000.0,S,Darren,2017-01-17 00:06:00,16.1,3088.0,3.1007607840526346,4.28792782673716,2.0,572.5999999999999,Banyule City Council,-37.73601540649412,144.9594712709524,Northern Metropolitan,8524.0,1,0.6363636363636364
St Helena,33 Covala Ct,4.0,h,910000.0,S,Buckingham,2017-01-14 00:10:00,16.1,3088.0,4.0,2.0,2.0,778.0,Banyule City Council,-37.69324,145.13166,Eastern Metropolitan,915.0,1,0.9545454545454546
Greensborough,3/15 Scotland Av,3.0,t,652500.0,S,Buckingham,2017-01-11 00:11:00,16.1,3088.0,4.110081330296383,3.21265077269275,2.0,572.5999999999999,Banyule City Council,-37.64772028378864,144.9934948327266,Northern Metropolitan,8524.0,1,0.6363636363636364
Greensborough,35 Duncan Av,3.0,h,820000.0,SP,McGrath,2018-01-10 00:02:00,16.1,3088.0,3.0,2.0,1.0,567.4,Banyule City Council,-37.7113,145.09779,Northern Metropolitan,8524.0,0,0.9545454545454546
Greensborough,3/27 River St,3.0,t,880000.0,VB,Buckingham,2017-01-01 00:07:00,16.1,3088.0,3.905168544797218,1.3818095666855534,2.0,811.8000000000001,Banyule City Council,-37.86160774706482,144.93891445520376,Northern Metropolitan,8524.0,1,0.6363636363636364
Greensborough,2/12 William St,2.0,u,695000.0,S,Darren,2017-01-01 00:07:00,16.1,3088.0,2.0,2.0,1.0,208.0,Banyule City Council,-37.70267,145.09526,Northern Metropolitan,8524.0,0,1.0
Greensborough,9 Tangari Ct,3.0,h,842000.0,S,Parkes,2017-01-26 00:08:00,16.1,3088.0,3.0,2.0,2.0,873.0000000000001,Banyule City Council,-37.69324,145.1023,Northern Metropolitan,8524.0,1,0.9545454545454546
Greensborough,1/16 Willis St,3.0,h,895000.0,S,Darren,2017-01-03 00:09:00,16.1,3088.0,3.0,2.0,1.0,678.2,Banyule City Council,-37.69809,145.11523,Northern Metropolitan,8524.0,0,0.9545454545454546
Greensborough,3/11 William St,3.0,t,635000.0,S,Buckingham,2018-01-06 00:01:00,16.1,3088.0,3.3977397693527704,0.0,2.0,572.5999999999999,Banyule City Council,-37.763838385205084,144.91787033182473,Northern Metropolitan,8524.0,1,0.6363636363636364
Greensborough,92 Warralong Av,3.0,h,838000.0,S,Buckingham,2018-01-06 00:01:00,16.1,3088.0,3.0,2.0,1.0,567.4,Banyule City Council,-37.71887,145.10034,Northern Metropolitan,8524.0,1,0.8181818181818181
Greensborough,18 Wanbanna Av,3.0,h,760000.0,S,Morrison,2018-01-06 00:01:00,16.1,3088.0,3.0,1.0,2.0,576.0,Banyule City Council,-37.68971,145.09736,Northern Metropolitan,8524.0,1,0.9090909090909091
Greensborough,17 Thoona Gr,4.0,h,1215000.0,S,Jellis,2018-01-06 00:01:00,16.1,3088.0,4.0,2.0,2.0,775.0,Banyule City Council,-37.709,145.10871,Northern Metropolitan,8524.0,1,0.9090909090909091
Greensborough,7 Simmons Ct,3.0,h,876000.0,S,Morrison,2018-01-06 00:01:00,16.1,3088.0,3.0,1.0,1.0,567.4,Banyule City Council,-37.70199,145.11438,Northern Metropolitan,8524.0,1,0.8636363636363636
Greensborough,1 Ruby La,3.0,h,600000.0,PI,Darren,2017-01-26 00:08:00,16.1,3088.0,3.0,2.0,1.0,152.0,Banyule City Council,-37.68587,145.11508999999998,Northern Metropolitan,8524.0,1,0.9090909090909091
Briar Hill,1/4 Box Rd,3.0,h,590000.0,S,Barry,2017-01-27 00:05:00,16.1,3088.0,3.0,1.0,2.0,392.0,Banyule City Council,-37.70433,145.12184,Eastern Metropolitan,1390.0,1,0.9090909090909091
Greensborough,2/5 McDowell St,2.0,h,540000.0,S,Darren,2017-01-26 00:08:00,16.1,3088.0,2.0,1.0,1.0,208.0,Banyule City Council,-37.70791,145.09575,Northern Metropolitan,8524.0,1,0.9090909090909091
Greensborough,17 Glenwood Dr,6.0,h,1050000.0,VB,Darren,2017-01-26 00:08:00,16.1,3088.0,6.0,3.0,2.0,669.1999999999999,Banyule City Council,-37.68402,145.11015,Northern Metropolitan,8524.0,0,0.9545454545454546
Greensborough,32 Louis St,3.0,h,835000.0,S,Buckingham,2018-01-06 00:01:00,16.1,3088.0,3.0,1.0,1.0,567.4,Banyule City Council,-37.71155,145.10385,Northern Metropolitan,8524.0,1,0.8636363636363636
Greensborough,3 Booyan Cr,3.0,h,759000.0,S,Darren,2018-01-06 00:01:00,16.1,3088.0,3.0,1.0,1.0,537.8,Banyule City Council,-37.69067,145.09184,Northern Metropolitan,8524.0,1,0.9090909090909091
Greensborough,31 Kempston St,3.0,h,652000.0,S,Buckingham,2017-01-14 00:10:00,16.1,3088.0,3.0,1.0,2.0,358.0,Banyule City Council,-37.69996,145.09198999999998,Northern Metropolitan,8524.0,0,1.0
Greensborough,16 Warriparri Cr,4.0,h,930000.0,SP,Darren,2017-01-14 00:10:00,16.1,3088.0,4.0,2.0,2.0,608.0,Banyule City Council,-37.69643,145.10176,Northern Metropolitan,8524.0,0,0.9545454545454546
Greensborough,40 Warralong Av,3.0,h,755000.0,S,Nelson,2018-01-03 00:03:00,16.1,3088.0,3.0,2.0,2.0,674.0,Banyule City Council,-37.71831,145.09551000000002,Northern Metropolitan,8524.0,1,0.9545454545454546
Greensborough,5 Palmyra Ct,3.0,h,845000.0,PI,Morrison,2017-01-11 00:11:00,16.1,3088.0,3.0,2.0,2.0,705.2,Banyule City Council,-37.6913,145.1166,Northern Metropolitan,8524.0,1,0.8636363636363636
Greensborough,34 Warralong Av,3.0,h,700000.0,VB,Nelson,2017-01-03 00:09:00,16.1,3088.0,3.0,1.0,2.0,676.0,Banyule City Council,-37.71825,145.09488000000002,Northern Metropolitan,8524.0,1,0.9090909090909091
Greensborough,7/143 St Helena Rd,2.0,u,585000.0,S,Darren,2017-01-03 00:09:00,16.1,3088.0,1.3060130145662476,1.8308346569988196,2.0,311.99999999999994,Banyule City Council,-37.68252103394231,144.9922266563106,Northern Metropolitan,8524.0,1,0.6363636363636364
Greensborough,53 Greenhill Rd,4.0,h,950000.0,S,hockingstuart,2017-01-26 00:08:00,16.1,3088.0,4.0,2.0,3.0,795.0,Banyule City Council,-37.69594,145.11733999999998,Northern Metropolitan,8524.0,1,0.9090909090909091
Briar Hill,67 Fernside Av,3.0,h,977000.0,S,Jellis,2017-01-11 00:11:00,16.1,3088.0,3.0,1.0,1.0,1115.0,Banyule City Council,-37.7074,145.1248,Eastern Metropolitan,1390.0,1,0.9090909090909091
Diamond Creek,37 Brownlow Dr,4.0,h,990000.0,S,Morrison,2017-01-23 00:09:00,21.8,3089.0,4.0,3.0,2.0,1000.9999999999999,Nillumbik Shire Council,-37.65972,145.159,Northern Victoria,4258.0,0,1.0
Diamond Creek,14 Currawong Ct,4.0,h,1100000.0,PI,Morrison,2018-01-03 00:03:00,21.8,3089.0,4.0,2.0,2.0,754.0,Nillumbik Shire Council,-37.67695,145.14186999999998,Northern Victoria,4258.0,0,1.0
Diamond Creek,1 Brooks Cr,3.0,h,588000.0,SP,Barry,2017-01-24 00:06:00,21.8,3089.0,4.272698470359204,4.230591695451249,2.0,518.8000000000001,Nillumbik Shire Council,-37.78450723952325,145.07979223814556,Northern Victoria,4258.0,1,0.6363636363636364
Diamond Creek,15 Mitchell Ct,4.0,h,895000.0,S,Barry,2017-01-21 00:10:00,21.8,3089.0,4.0,2.0,2.0,857.0,Nillumbik Shire Council,-37.68081,145.15816,Northern Victoria,4258.0,1,0.9545454545454546
Diamond Creek,2/28 Clyde St,2.0,u,430000.0,VB,Jellis,2017-01-28 00:10:00,21.8,3089.0,3.386647502269078,2.5541849743115095,2.0,831.3999999999999,Nillumbik Shire Council,-37.79067202927824,145.07193829413737,Northern Victoria,4258.0,1,0.6363636363636364
Diamond Creek,31 Bishop Av,3.0,h,720000.0,VB,Barry,2018-01-10 00:02:00,21.8,3089.0,3.0,2.0,1.0,541.4,Nillumbik Shire Council,-37.67518,145.16859,Northern Victoria,4258.0,1,0.8636363636363636
Diamond Creek,29 The Parkway,4.0,h,750000.0,VB,Barry,2018-01-17 00:03:00,21.8,3089.0,4.0,3.0,3.0,940.0,Nillumbik Shire Council,-37.67456,145.16981,Northern Victoria,4258.0,0,1.0
Diamond Creek,17 Wentworth Cl,4.0,h,950000.0,SP,Barry,2017-01-03 00:09:00,21.8,3089.0,4.0,2.0,2.0,879.0,Nillumbik Shire Council,-37.68001,145.16,Northern Victoria,4258.0,0,1.0
Diamond Creek,59 Haley St,4.0,h,750000.0,VB,Barry,2018-01-17 00:03:00,21.8,3089.0,4.0,2.0,0.0,530.0,Nillumbik Shire Council,-37.67598,145.16083999999998,Northern Victoria,4258.0,1,0.9090909090909091
Diamond Creek,11 Wayland Ct,3.0,h,815000.0,S,Morrison,2017-01-12 00:08:00,21.8,3089.0,3.0,2.0,3.0,790.0,Nillumbik Shire Council,-37.66529,145.15363,Northern Victoria,4258.0,0,1.0
Diamond Creek,14 Fuller St,4.0,h,898000.0,SP,Mason,2017-01-12 00:08:00,21.8,3089.0,4.0,3.0,2.0,705.0,Nillumbik Shire Council,-37.67309,145.14645,Northern Victoria,4258.0,1,0.9545454545454546
Diamond Creek,2/30 Challenger St,2.0,u,699000.0,S,Darren,2017-01-09 00:12:00,21.8,3089.0,2.808051896943491,5.704350801117338,2.0,419.59999999999997,Nillumbik Shire Council,-37.60162276802784,145.08328389685573,Northern Victoria,4258.0,1,0.6363636363636364
Diamond Creek,14 Chusan Ct,4.0,h,1063000.0,SP,Morrison,2018-01-17 00:03:00,21.8,3089.0,4.0,2.0,4.0,1222.0,Nillumbik Shire Council,-37.68589,145.1526,Northern Victoria,4258.0,1,0.9090909090909091
Diamond Creek,2/18 Bruce St,3.0,h,632000.0,S,Millership,2017-01-29 00:07:00,21.8,3089.0,4.592303251785579,2.691639454428734,2.0,518.8,Nillumbik Shire Council,-37.67723,145.16642,Northern Victoria,4258.0,1,0.7272727272727273
Diamond Creek,2 Bishop Av,4.0,h,745000.0,S,Mason,2017-01-09 00:09:00,21.8,3089.0,4.0,2.0,2.0,767.0,Nillumbik Shire Council,-37.67515,145.1655,Northern Victoria,4258.0,1,0.9090909090909091
Diamond Creek,2 Wensley St,3.0,h,700000.0,S,Morrison,2018-01-06 00:01:00,21.8,3089.0,3.0,1.0,1.0,530.0,Nillumbik Shire Council,-37.67786,145.15975,Northern Victoria,4258.0,0,1.0
Diamond Creek,2/38 Haley St,3.0,h,587500.0,SP,Mason,2018-01-17 00:03:00,21.8,3089.0,3.7735483226727404,5.562410756416286,2.0,518.8000000000001,Nillumbik Shire Council,-37.85485687579368,144.9823993979953,Northern Victoria,4258.0,1,0.5909090909090908
Diamond Creek,2 Norma St,3.0,h,827000.0,SP,Barry,2017-01-18 00:11:00,21.8,3089.0,3.0,2.0,2.0,495.8,Nillumbik Shire Council,-37.6773,145.156,Northern Victoria,4258.0,0,0.9545454545454546
Diamond Creek,1/43 Phipps Cr,3.0,h,648000.0,S,Jellis,2017-01-28 00:10:00,21.8,3089.0,3.384086619390687,3.036037366037836,2.0,518.8000000000001,Nillumbik Shire Council,-37.79260751597397,144.9149448617651,Northern Victoria,4258.0,1,0.5909090909090908
Diamond Creek,35 Chapman St,3.0,h,840000.0,S,Barry,2017-01-25 00:11:00,21.8,3089.0,3.256012042581932,1.5624633742595708,2.0,539.4,Nillumbik Shire Council,-37.80094007132497,144.9667519290363,Northern Victoria,4258.0,1,0.6363636363636364
Diamond Creek,1A Fraser St,2.0,h,598000.0,S,Barry,2017-01-09 00:12:00,21.8,3089.0,2.0,1.0,1.0,628.6,Nillumbik Shire Council,-37.67621,145.15757,Northern Victoria,4258.0,0,0.9545454545454546
Diamond Creek,8 Everleigh Dr,3.0,h,870000.0,S,Barry,2017-01-21 00:10:00,21.8,3089.0,3.0,2.0,3.0,640.1999999999999,Nillumbik Shire Council,-37.66819,145.15538,Northern Victoria,4258.0,0,0.9545454545454546
Diamond Creek,86 Oronsay Cr,3.0,h,740000.0,S,Flannagan,2017-01-19 00:08:00,21.8,3089.0,3.0,2.0,2.0,518.8000000000001,Nillumbik Shire Council,-37.68602,145.15018,Northern Victoria,4258.0,0,0.9090909090909091
Diamond Creek,14 Moray St,3.0,h,588000.0,S,Barry,2018-01-06 00:01:00,21.8,3089.0,3.0,1.0,2.0,558.0,Nillumbik Shire Council,-37.67786,145.14673,Northern Victoria,4258.0,0,1.0
Diamond Creek,17 Norma St,2.0,h,621000.0,S,Mason,2017-01-01 00:07:00,21.8,3089.0,2.0,1.0,0.0,610.0,Nillumbik Shire Council,-37.67629,145.15589,Northern Victoria,4258.0,0,1.0
Diamond Creek,10 Haley St,3.0,h,715000.0,S,Barry,2017-01-23 00:09:00,21.8,3089.0,3.0,1.0,2.0,518.8000000000001,Nillumbik Shire Council,-37.67587,145.15642,Northern Victoria,4258.0,1,0.8636363636363636
Plenty,2 Hawk Vw,1.0,h,942000.0,S,Ray,2017-01-29 00:07:00,20.1,3090.0,0.19892616245438358,1.0201837476879918,2.0,649.2000000000002,Nillumbik Shire Council,-37.64785188123177,145.2448655221964,Northern Victoria,777.0,1,0.6363636363636364
Plenty,10 Lillypilly La,4.0,h,1340000.0,VB,Jellis,2017-01-21 00:10:00,20.1,3090.0,4.0,2.0,2.0,999.9999999999999,Nillumbik Shire Council,-37.67531,145.11988,Northern Victoria,777.0,1,0.9090909090909091
Lower Plenty,7/12 Kett St,3.0,t,810000.0,S,Buckingham,2017-01-23 00:09:00,14.6,3093.0,3.0,2.0,2.0,659.5999999999999,Banyule City Council,-37.72358,145.1186,Eastern Metropolitan,1624.0,0,0.9545454545454546
Lower Plenty,6/8 Longs Rd,2.0,u,540000.0,S,Ray,2018-01-17 00:03:00,14.6,3093.0,2.8748663215776284,0.9871343000738964,2.0,537.0000000000001,Banyule City Council,-37.79092111455024,144.9101339775242,Eastern Metropolitan,1624.0,1,0.6363636363636364
Lower Plenty,4/38 Alma St,2.0,u,650000.0,PI,Morrison,2017-01-27 00:05:00,14.6,3093.0,2.0,2.0,2.0,248.0,Banyule City Council,-37.72473,145.11657,Eastern Metropolitan,1624.0,0,1.0
Lower Plenty,3 Coral Ct,3.0,h,985000.0,S,Morrison,2017-01-18 00:11:00,14.6,3093.0,3.0,1.0,2.0,598.4,Banyule City Council,-37.7287,145.1191,Eastern Metropolitan,1624.0,1,0.8636363636363636
Lower Plenty,20 Lincoln Dr,3.0,h,857500.0,S,Morrison,2018-01-03 00:03:00,14.6,3093.0,3.0,2.0,1.0,417.0,Banyule City Council,-37.72775,145.12034,Eastern Metropolitan,1624.0,0,1.0
Lower Plenty,16 Byron Av,3.0,h,900000.0,VB,Morrison,2017-01-11 00:11:00,14.6,3093.0,3.0,2.0,3.0,613.4,Banyule City Council,-37.7284,145.1187,Eastern Metropolitan,1624.0,1,0.8636363636363636
Lower Plenty,4 Keating Ct,5.0,h,1170000.0,S,Morrison,2018-01-24 00:02:00,14.6,3093.0,5.0,3.0,2.0,1025.0,Banyule City Council,-37.72906,145.11955,Eastern Metropolitan,1624.0,1,0.9090909090909091
Lower Plenty,3/8 Longs Rd,3.0,u,650000.0,S,Miles,2018-01-24 00:02:00,14.6,3093.0,5.02799959739582,3.393364237728128,2.0,510.80000000000007,Banyule City Council,-37.68840891018029,144.74644703426208,Eastern Metropolitan,1624.0,1,0.6363636363636364
Lower Plenty,5/29 Main Rd,2.0,u,460000.0,S,Morrison,2017-01-11 00:11:00,14.6,3093.0,2.1971443393131267,6.194694571769056,2.0,548.4,Banyule City Council,-37.77009825576107,144.99514807648475,Eastern Metropolitan,1624.0,1,0.6363636363636364
Lower Plenty,13 Anthony Cl,5.0,h,880000.0,S,Barry,2017-01-01 00:07:00,14.6,3093.0,5.0,2.0,2.0,725.0,Banyule City Council,-37.72399,145.12069,Eastern Metropolitan,1624.0,1,0.9090909090909091
Lower Plenty,14 Glenauburn Rd,5.0,h,800000.0,S,Barry,2017-01-17 00:06:00,14.6,3093.0,5.0,2.0,2.0,863.9999999999999,Banyule City Council,-37.727540000000005,145.11021000000002,Eastern Metropolitan,1624.0,1,0.9090909090909091
Lower Plenty,16 Kett St,4.0,h,1150000.0,VB,Jellis,2018-01-17 00:02:00,14.6,3093.0,4.0,2.0,2.0,971.0,Banyule City Council,-37.72338,145.11812,Eastern Metropolitan,1624.0,1,0.9090909090909091
Lower Plenty,12 Byron Av,3.0,h,1062000.0,S,Morrison,2017-01-16 00:09:00,14.6,3093.0,3.0,2.0,2.0,598.4,Banyule City Council,-37.728190000000005,145.11838999999998,Eastern Metropolitan,1624.0,0,0.9545454545454546
Lower Plenty,1/29 Main Rd,2.0,u,420000.0,VB,Fletchers,2017-01-12 00:08:00,14.6,3093.0,2.0,1.0,1.0,118.99999999999999,Banyule City Council,-37.72861,145.109,Eastern Metropolitan,1624.0,1,0.9090909090909091
Lower Plenty,68 Rosehill Rd,5.0,h,2287500.0,S,Morrison,2017-01-07 00:10:00,14.6,3093.0,5.0,3.0,2.0,4786.0,Banyule City Council,-37.73565,145.12246000000002,Eastern Metropolitan,1624.0,0,1.0
Lower Plenty,54 Edwards St,4.0,h,1129000.0,S,Fletchers,2017-01-29 00:07:00,14.6,3093.0,4.0,2.0,2.0,792.0,Banyule City Council,-37.72608,145.12115,Eastern Metropolitan,1624.0,1,0.9090909090909091
Lower Plenty,5/27 Para Rd,2.0,u,580000.0,S,Morrison,2017-01-11 00:11:00,14.6,3093.0,3.3393943705339852,1.4802716910011977,2.0,537.0000000000001,Banyule City Council,-38.006586788651276,144.82886181918465,Eastern Metropolitan,1624.0,1,0.6363636363636364
Lower Plenty,20A Lincoln Dr,1.0,t,530000.0,SP,Morrison,2018-01-03 00:03:00,14.6,3093.0,1.0,1.0,1.0,380.0,Banyule City Council,-37.72773,145.12022,Eastern Metropolitan,1624.0,0,1.0
Lower Plenty,5/3 Glenauburn Rd,4.0,t,1160000.0,S,Jellis,2018-01-06 00:01:00,14.6,3093.0,5.246879048394244,2.6473218356948793,2.0,788.6000000000001,Banyule City Council,-37.82444392914847,145.00086991564507,Eastern Metropolitan,1624.0,1,0.6363636363636364
Lower Plenty,4/129 Main Rd,3.0,t,547500.0,S,Nelson,2017-01-09 00:12:00,14.6,3093.0,3.3327384393035944,4.532303647496592,2.0,530.6,Banyule City Council,-37.87722828054055,144.9052336513349,Eastern Metropolitan,1624.0,1,0.6363636363636364
Lower Plenty,2/320 Main Rd,2.0,u,618000.0,S,Jellis,2018-01-24 00:02:00,14.6,3093.0,2.786769171545455,2.7934458956448998,2.0,537.0,Banyule City Council,-37.79895431477728,145.27946950464832,Eastern Metropolitan,1624.0,1,0.6363636363636364
Montmorency,2/193 Rattray Rd,4.0,h,926000.0,S,Jellis,2018-01-03 00:03:00,16.2,3094.0,2.846676628494079,3.6318024939980686,2.0,853.0,Banyule City Council,-37.735665589342425,145.11137856980307,Eastern Metropolitan,3891.0,1,0.6363636363636364
Montmorency,1/17 Alexander St,3.0,h,1080500.0,S,Jellis,2018-01-17 00:03:00,16.2,3094.0,3.00348339678675,2.375477727053583,2.0,713.2,Banyule City Council,-37.79611458477887,145.1677369533046,Eastern Metropolitan,3891.0,1,0.5909090909090908
Montmorency,8 Aanensen Ct,5.0,h,980000.0,S,Jellis,2018-01-17 00:03:00,16.2,3094.0,5.0,3.0,2.0,849.0,Banyule City Council,-37.72081,145.12913,Eastern Metropolitan,3891.0,1,0.9090909090909091
Montmorency,1/12 Davey Rd,3.0,h,700000.0,VB,Jellis,2018-01-03 00:03:00,16.2,3094.0,4.341617533174107,1.78793672632601,2.0,413.59999999999997,Banyule City Council,-37.84493304649214,145.0764138296131,Eastern Metropolitan,3891.0,1,0.6363636363636364
Montmorency,21 Sackville St,4.0,h,940000.0,S,Lindellas,2017-01-16 00:09:00,16.2,3094.0,4.0,2.0,2.0,870.0000000000001,Banyule City Council,-37.7264,145.12749,Eastern Metropolitan,3891.0,1,0.9090909090909091
